ID,Estado_de_la_desaparicion,Clasificacion_de_la_desaparicion,Fecha_de_la_desaparicion,Edad,Sexo,Pais,Ancestro,Estado_civil,Escolaridad,Pertenencia_grupal,Pais_de_desaparicion,Municio,Departamento,Contexto
176029,Aparecio Vivo,Sin Información,2023-01-01T00:00:00.000,16,Mujer,Panamá,Negro,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176034,Aparecio Muerto,Sin Información,2023-01-01T00:00:00.000,19,Hombre,Venezuela,Mestizo,Soltero (a),Sin información,Ninguno,Colombia,Cúcuta,Norte De Santander,Desaparición
176043,Aparecio Vivo,Sin Información,2023-01-01T00:00:00.000,17,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Medellín,Antioquia,Desaparición
176044,Aparecio Vivo,Sin Información,2023-01-01T00:00:00.000,63,Hombre,Sin Información,Blanco,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Jamundí,Valle Del Cauca,Desaparición
176051,Aparecio Vivo,Sin Información,2023-01-02T00:00:00.000,14,Mujer,Colombia,Blanco,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Cali,Valle Del Cauca,Desaparición
176053,Desaparecido,Sin Información,2023-01-02T00:00:00.000,30,Hombre,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Girardot,Cundinamarca,Desaparición
176056,Aparecio Vivo,Sin Información,2023-01-01T00:00:00.000,24,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176058,Aparecio Vivo,Sin Información,2023-01-03T00:00:00.000,94,Hombre,Colombia,Mestizo,Casado (a),Sin escolaridad,Ninguno,Colombia,Facatativá,Cundinamarca,Desaparición
176061,Aparecio Vivo,Sin Información,2023-01-01T00:00:00.000,25,Hombre,Colombia,Mulato,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176063,Desaparecido,Sin Información,2023-01-01T00:00:00.000,67,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176068,Desaparecido,Sin Información,2023-01-02T00:00:00.000,72,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176073,Aparecio Vivo,Sin Información,2023-01-02T00:00:00.000,14,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176076,Aparecio Vivo,Sin Información,2023-01-02T00:00:00.000,32,Mujer,Colombia,Sin Información,"Separado(a),Divorciado(a)",Educación técnica profesional y tecnológica,Ninguno,Colombia,Rivera,Huila,Desaparición
176078,Aparecio Vivo,Sin Información,2023-01-01T00:00:00.000,61,Mujer,Colombia,Negro,Soltero (a),Educación inicial y educación preescolar,Otro,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176079,Aparecio Vivo,Sin Información,2023-01-02T00:00:00.000,31,Hombre,Colombia,Negro,Soltero (a),Educación inicial y educación preescolar,Otro,Colombia,Cali,Valle Del Cauca,Desaparición
176086,Aparecio Vivo,Sin Información,2023-01-02T00:00:00.000,70,Hombre,Colombia,Mestizo,Casado (a),Sin información,Ninguno,Colombia,Cúcuta,Norte De Santander,Desaparición
176090,Aparecio Vivo,Sin Información,2023-01-04T00:00:00.000,69,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176095,Desaparecido,Sin Información,2023-01-03T00:00:00.000,71,Hombre,Colombia,Sin Información,Casado (a),Sin información,Sin información,Colombia,Espinal,Tolima,Desaparición
176096,Desaparecido,Sin Información,2023-01-02T00:00:00.000,36,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Otro,Colombia,Cali,Valle Del Cauca,Desaparición
176100,Aparecio Vivo,Sin Información,2023-01-03T00:00:00.000,13,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Santa Marta,Magdalena,Desaparición
176101,Desaparecido,Sin Información,2023-01-04T00:00:00.000,52,Hombre,Colombia,Mestizo,Casado (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176103,Desaparecido,Sin Información,2023-01-04T00:00:00.000,22,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176104,Desaparecido,Sin Información,2023-01-01T00:00:00.000,23,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176106,Aparecio Muerto,Desaparición Presuntamente Forzada,2023-01-01T00:00:00.000,40,Mujer,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Galapa,Atlántico,Desaparición
176108,Desaparecido,Sin Información,2023-01-02T00:00:00.000,30,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176109,Aparecio Vivo,Sin Información,2023-01-05T00:00:00.000,18,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Sin información,Colombia,Cali,Valle Del Cauca,Desaparición
176110,Desaparecido,Sin Información,2023-01-03T00:00:00.000,35,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Sin información,Colombia,Villavicencio,Meta,Desaparición
176111,Desaparecido,Sin Información,2023-01-04T00:00:00.000,15,Mujer,Colombia,Mestizo,Sin Información,Educación inicial y educación preescolar,Ninguno,Colombia,Cartago,Valle Del Cauca,Desaparición
176112,Aparecio Muerto,Sin Información,2023-01-01T00:00:00.000,22,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Facatativá,Cundinamarca,Desaparición
176113,Aparecio Vivo,Sin Información,2023-01-04T00:00:00.000,16,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Manizales,Caldas,Desaparición
176115,Aparecio Vivo,Sin Información,2023-01-04T00:00:00.000,44,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176116,Aparecio Vivo,Sin Información,2023-01-01T00:00:00.000,51,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Chinchiná,Caldas,Desaparición
176117,Aparecio Muerto,Sin Información,2023-01-05T00:00:00.000,61,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Cali,Valle Del Cauca,Desaparición
176118,Aparecio Vivo,Sin Información,2023-01-03T00:00:00.000,26,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cúcuta,Norte De Santander,Desaparición
176121,Desaparecido,Sin Información,2023-01-02T00:00:00.000,68,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Buenavista,Quindio,Desaparición
176122,Desaparecido,Sin Información,2023-01-03T00:00:00.000,15,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176123,Desaparecido,Sin Información,2023-01-03T00:00:00.000,2,Mujer,Colombia,Sin Información,No Aplica,Sin escolaridad,Ninguno,Colombia,Marinilla,Antioquia,Desaparición
176124,Aparecio Vivo,Sin Información,2023-01-05T00:00:00.000,32,Mujer,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Cúcuta,Norte De Santander,Desaparición
176125,Aparecio Vivo,Sin Información,2023-01-04T00:00:00.000,31,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176127,Desaparecido,Sin Información,2023-01-02T00:00:00.000,64,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176128,Aparecio Vivo,Sin Información,2023-01-03T00:00:00.000,20,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176130,Aparecio Vivo,Sin Información,2023-01-05T00:00:00.000,17,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Tunja,Boyacá,Desaparición
176132,Aparecio Vivo,Sin Información,2023-01-05T00:00:00.000,29,Hombre,Colombia,Sin Información,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Neiva,Huila,Desaparición
176133,Desaparecido,Sin Información,2023-01-06T00:00:00.000,24,Mujer,Colombia,Blanco,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Guadalajara De Buga,Valle Del Cauca,Desaparición
176134,Desaparecido,Sin Información,2023-01-03T00:00:00.000,21,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176135,Desaparecido,Sin Información,2023-01-02T00:00:00.000,69,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Santa Marta,Magdalena,Desaparición
176137,Desaparecido,Sin Información,2023-01-04T00:00:00.000,63,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176138,Aparecio Vivo,Desaparición Presuntamente Forzada,2023-01-03T00:00:00.000,40,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Campesinos (as) y/o trabajadores (as) del campo,Colombia,Cubará,Boyacá,Desaparición
176139,Aparecio Vivo,Sin Información,2023-01-03T00:00:00.000,26,Hombre,Colombia,Mestizo,Soltero (a),Sin información,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176142,Desaparecido,Sin Información,2023-01-04T00:00:00.000,17,Hombre,Colombia,Mestizo,Sin Información,Educación básica secundaria o secundaria baja,Sin información,Colombia,Manizales,Caldas,Desaparición
176143,Aparecio Vivo,Sin Información,2023-01-02T00:00:00.000,15,Mujer,Colombia,Mestizo,Sin Información,Educación básica primaria,Ninguno,Colombia,Cúcuta,Norte De Santander,Desaparición
176144,Desaparecido,Sin Información,2023-01-01T00:00:00.000,31,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Múltiples factores,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176145,Desaparecido,Sin Información,2023-01-04T00:00:00.000,30,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Personas bajo custodia,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176147,Aparecio Vivo,Sin Información,2023-01-05T00:00:00.000,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Medellín,Antioquia,Desaparición
176149,Desaparecido,Sin Información,2023-01-06T00:00:00.000,76,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Dosquebradas,Risaralda,Desaparición
176150,Desaparecido,Sin Información,2023-01-04T00:00:00.000,48,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176151,Aparecio Vivo,Sin Información,2023-01-05T00:00:00.000,49,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Persona adicta a una droga natural o sintética,Colombia,Pereira,Risaralda,Desaparición
176152,Desaparecido,Sin Información,2023-01-06T00:00:00.000,46,Hombre,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176153,Aparecio Vivo,Sin Información,2023-01-05T00:00:00.000,23,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Tunja,Boyacá,Desaparición
176154,Aparecio Vivo,Sin Información,2023-01-05T00:00:00.000,59,Mujer,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Medellín,Antioquia,Desaparición
176155,Aparecio Vivo,Sin Información,2023-01-08T00:00:00.000,14,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Medellín,Antioquia,Desaparición
176156,Aparecio Vivo,Sin Información,2023-01-05T00:00:00.000,59,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Pereira,Risaralda,Desaparición
176157,Desaparecido,Sin Información,2023-01-07T00:00:00.000,30,Hombre,Venezuela,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176158,Desaparecido,Sin Información,2023-01-06T00:00:00.000,47,Mujer,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176159,Aparecio Vivo,Sin Información,2023-01-09T00:00:00.000,30,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176160,Desaparecido,Sin Información,2023-01-07T00:00:00.000,54,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176162,Aparecio Vivo,Sin Información,2023-01-08T00:00:00.000,17,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176167,Aparecio Vivo,Sin Información,2023-01-02T00:00:00.000,18,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Mosquera,Cundinamarca,Desaparición
176169,Desaparecido,Sin Información,2023-01-04T00:00:00.000,17,Mujer,Colombia,Mestizo,Soltero (a),Sin información,Ninguno,Colombia,Santa Marta,Magdalena,Desaparición
176171,Aparecio Vivo,Sin Información,2023-01-07T00:00:00.000,18,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Otro,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176175,Aparecio Muerto,Sin Información,2023-01-08T00:00:00.000,24,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176177,Aparecio Vivo,Sin Información,2023-01-08T00:00:00.000,14,Mujer,Venezuela,Mestizo,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176178,Aparecio Vivo,Sin Información,2023-01-08T00:00:00.000,22,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pasto,Nariño,Desaparición
176179,Aparecio Vivo,Sin Información,2023-01-05T00:00:00.000,24,Hombre,Colombia,Blanco,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
176180,Aparecio Vivo,Sin Información,2023-01-10T00:00:00.000,56,Mujer,Colombia,Mestizo,Soltero (a),Sin información,Discapacitados (as),Colombia,Cúcuta,Norte De Santander,Desaparición
176181,Aparecio Muerto,Sin Información,2023-01-03T00:00:00.000,22,Mujer,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Dosquebradas,Risaralda,Desaparición
176182,Aparecio Vivo,Sin Información,2023-01-03T00:00:00.000,31,Hombre,Colombia,Sin Información,Unión Libre,Sin información,Ninguno,Colombia,Soacha,Cundinamarca,Desaparición
176185,Desaparecido,Sin Información,2023-01-06T00:00:00.000,16,Mujer,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Chía,Cundinamarca,Desaparición
176186,Desaparecido,Sin Información,2023-01-03T00:00:00.000,48,Mujer,Venezuela,Sin Información,Unión Libre,Educación técnica profesional y tecnológica,Sin información,Colombia,Bucaramanga,Santander,Desaparición
176187,Aparecio Vivo,Sin Información,2023-01-06T00:00:00.000,21,Mujer,Colombia,Mestizo,Soltero (a),Sin información,Ninguno,Colombia,Santa Marta,Magdalena,Desaparición
176188,Desaparecido,Sin Información,2023-01-06T00:00:00.000,48,Hombre,Colombia,Mestizo,Casado (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176189,Aparecio Vivo,Sin Información,2023-01-03T00:00:00.000,31,Mujer,Colombia,Mestizo,Soltero (a),Sin información,Ninguno,Colombia,Santa Marta,Magdalena,Desaparición
176190,Aparecio Muerto,Sin Información,2023-01-06T00:00:00.000,50,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Armenia,Quindio,Desaparición
176195,Aparecio Muerto,Sin Información,2023-01-06T00:00:00.000,66,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Copacabana,Antioquia,Desaparición
176196,Desaparecido,Sin Información,2023-01-09T00:00:00.000,14,Mujer,Colombia,Sin Información,Sin Información,Educación básica primaria,Sin información,Colombia,Garzón,Huila,Desaparición
176197,Desaparecido,Sin Información,2023-01-04T00:00:00.000,9,Mujer,Ecuador,Mestizo,Sin Información,Educación inicial y educación preescolar,Ninguno,Colombia,Medellín,Antioquia,Desaparición
176198,Desaparecido,Sin Información,2023-01-06T00:00:00.000,13,Hombre,Colombia,Mestizo,Sin Información,Sin información,Otro,Colombia,Tuluá,Valle Del Cauca,Desaparición
176200,Aparecio Vivo,Sin Información,2023-01-09T00:00:00.000,15,Hombre,Colombia,Blanco,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176201,Desaparecido,Sin Información,2023-01-03T00:00:00.000,19,Hombre,Venezuela,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Bucaramanga,Santander,Desaparición
176203,Aparecio Vivo,Sin Información,2023-01-10T00:00:00.000,13,Mujer,Colombia,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
176204,Aparecio Vivo,Sin Información,2023-01-10T00:00:00.000,14,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176206,Desaparecido,Sin Información,2023-01-04T00:00:00.000,71,Hombre,Colombia,Mestizo,Soltero (a),Sin escolaridad,Ninguno,Colombia,Quimbaya,Quindio,Desaparición
176207,Desaparecido,Sin Información,2023-01-09T00:00:00.000,40,Hombre,Colombia,Sin Información,Casado (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Cúcuta,Norte De Santander,Desaparición
176208,Desaparecido,Sin Información,2023-01-04T00:00:00.000,33,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,La Mesa,Cundinamarca,Desaparición
176209,Aparecio Vivo,Sin Información,2023-01-10T00:00:00.000,23,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Dosquebradas,Risaralda,Desaparición
176211,Aparecio Vivo,Sin Información,2023-01-11T00:00:00.000,40,Mujer,Colombia,Mestizo,Soltero (a),Sin información,Ninguno,Colombia,Ibagué,Tolima,Desaparición
176216,Aparecio Muerto,Sin Información,2023-01-07T00:00:00.000,57,Hombre,Colombia,Blanco,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Pereira,Risaralda,Desaparición
176221,Aparecio Vivo,Sin Información,2023-01-08T00:00:00.000,23,Hombre,Venezuela,Mestizo,Soltero (a),Educación inicial y educación preescolar,Herido y/o enfermo bajo protección sanitaria o médica,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176223,Desaparecido,Sin Información,2023-01-09T00:00:00.000,52,Hombre,Ecuador,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176224,Aparecio Vivo,Sin Información,2023-01-09T00:00:00.000,13,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Medellín,Antioquia,Desaparición
176226,Aparecio Vivo,Sin Información,2023-01-02T00:00:00.000,56,Hombre,Colombia,Blanco,Soltero (a),Educación básica primaria,Otro,Colombia,Cali,Valle Del Cauca,Desaparición
176227,Desaparecido,Sin Información,2023-01-02T00:00:00.000,22,Hombre,Sin Información,Sin Información,Sin Información,Sin información,Sin información,Colombia,Valledupar,Cesar,Desaparición
176228,Aparecio Vivo,Sin Información,2023-01-11T00:00:00.000,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pasto,Nariño,Desaparición
176230,Aparecio Vivo,Sin Información,2023-01-08T00:00:00.000,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176231,Aparecio Vivo,Sin Información,2023-01-09T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Manizales,Caldas,Desaparición
176233,Desaparecido,Sin Información,2023-01-07T00:00:00.000,20,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Soacha,Cundinamarca,Desaparición
176234,Aparecio Muerto,Sin Información,2023-01-09T00:00:00.000,42,Hombre,Colombia,Mestizo,Soltero (a),Sin información,Persona adicta a una droga natural o sintética,Colombia,La Virginia,Risaralda,Desaparición
176235,Desaparecido,Sin Información,2023-01-10T00:00:00.000,15,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bucaramanga,Santander,Desaparición
176236,Aparecio Vivo,Sin Información,2023-01-12T00:00:00.000,14,Mujer,Colombia,Mestizo,Sin Información,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176242,Aparecio Vivo,Sin Información,2023-01-12T00:00:00.000,73,Hombre,Colombia,Sin Información,Soltero (a),Educación inicial y educación preescolar,Otro,Colombia,Cali,Valle Del Cauca,Desaparición
176243,Desaparecido,Sin Información,2023-01-12T00:00:00.000,16,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Floridablanca,Santander,Desaparición
176244,Desaparecido,Sin Información,2023-01-11T00:00:00.000,84,Hombre,Colombia,Mestizo,Casado (a),Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176245,Aparecio Vivo,Sin Información,2023-01-12T00:00:00.000,43,Hombre,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Sin información,Colombia,Barranquilla,Atlántico,Desaparición
176246,Desaparecido,Sin Información,2023-01-12T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176248,Aparecio Vivo,Sin Información,2023-01-12T00:00:00.000,17,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176249,Aparecio Vivo,Sin Información,2023-01-07T00:00:00.000,22,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Tunja,Boyacá,Desaparición
176250,Aparecio Vivo,Sin Información,2023-01-12T00:00:00.000,35,Hombre,Colombia,Sin Información,Unión Libre,Sin información,Sin información,Colombia,Popayán,Cauca,Desaparición
176251,Aparecio Vivo,Sin Información,2023-01-13T00:00:00.000,14,Hombre,Colombia,Sin Información,Sin Información,Educación básica primaria,Ninguno,Colombia,Cúcuta,Norte De Santander,Desaparición
176252,Aparecio Vivo,Sin Información,2023-01-13T00:00:00.000,14,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176254,Aparecio Vivo,Sin Información,2023-01-13T00:00:00.000,65,Hombre,Colombia,Sin Información,Soltero (a),Sin escolaridad,Otro,Colombia,Cali,Valle Del Cauca,Desaparición
176255,Aparecio Muerto,Sin Información,2023-01-11T00:00:00.000,45,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176256,Aparecio Vivo,Sin Información,2023-01-06T00:00:00.000,32,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Otro,Colombia,Cajicá,Cundinamarca,Desaparición
176257,Desaparecido,Sin Información,2023-01-13T00:00:00.000,36,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176258,Aparecio Vivo,Sin Información,2023-01-14T00:00:00.000,25,Mujer,Colombia,Sin Información,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
176259,Aparecio Vivo,Sin Información,2023-01-13T00:00:00.000,21,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176260,Aparecio Vivo,Sin Información,2023-01-14T00:00:00.000,19,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176261,Aparecio Vivo,Sin Información,2023-01-10T00:00:00.000,24,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176262,Aparecio Vivo,Sin Información,2023-01-02T00:00:00.000,22,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176263,Aparecio Vivo,Sin Información,2023-01-12T00:00:00.000,51,Hombre,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176264,Aparecio Vivo,Sin Información,2023-01-09T00:00:00.000,38,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pereira,Risaralda,Desaparición
176265,Aparecio Vivo,Sin Información,2023-01-10T00:00:00.000,15,Mujer,Colombia,Mestizo,Sin Información,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176266,Aparecio Vivo,Sin Información,2023-01-10T00:00:00.000,65,Hombre,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Girardot,Cundinamarca,Desaparición
176270,Aparecio Vivo,Sin Información,2023-01-11T00:00:00.000,29,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
176271,Desaparecido,Sin Información,2023-01-13T00:00:00.000,29,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Dosquebradas,Risaralda,Desaparición
