ID,Estado_de_la_desaparicion,Clasificacion_de_la_desaparicion,Fecha_de_la_desaparicion,Edad,Sexo,Pais,Ancestro,Estado_civil,Escolaridad,Pertenencia_grupal,Pais_de_desaparicion,Municio,Departamento,Contexto
180781,Aparecio Vivo,Sin Información,2023-08-11T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180782,Desaparecido,Sin Información,2023-08-09T00:00:00.000,58,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
180783,Aparecio Vivo,Sin Información,2023-08-14T00:00:00.000,57,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Herido y/o enfermo bajo protección sanitaria o médica,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180784,Desaparecido,Sin Información,2023-08-11T00:00:00.000,15,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180786,Aparecio Vivo,Sin Información,2023-08-10T00:00:00.000,53,Hombre,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Otro,Colombia,Fuente De Oro,Meta,Desaparición
180787,Desaparecido,Sin Información,2023-07-23T00:00:00.000,21,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Múltiples factores,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180788,Aparecio Vivo,Sin Información,2023-08-13T00:00:00.000,26,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Ibagué,Tolima,Desaparición
180789,Desaparecido,Sin Información,2023-08-12T00:00:00.000,66,Hombre,Venezuela,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Soacha,Cundinamarca,Desaparición
180790,Desaparecido,Sin Información,2023-08-08T00:00:00.000,50,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Sogamoso,Boyacá,Desaparición
180791,Aparecio Vivo,Sin Información,2023-08-14T00:00:00.000,36,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180792,Aparecio Vivo,Sin Información,2023-07-14T00:00:00.000,53,Hombre,Colombia,Mestizo,Unión Libre,Sin escolaridad,Ninguno,Colombia,El Tambo,Nariño,Desaparición
180794,Desaparecido,Sin Información,2023-08-08T00:00:00.000,15,Mujer,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Bucaramanga,Santander,Desaparición
180795,Aparecio Vivo,Sin Información,2023-08-15T00:00:00.000,23,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180796,Aparecio Vivo,Sin Información,2023-08-14T00:00:00.000,69,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180797,Desaparecido,Sin Información,2023-08-15T00:00:00.000,19,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180798,Aparecio Vivo,Sin Información,2023-08-01T00:00:00.000,48,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Soacha,Cundinamarca,Desaparición
180799,Desaparecido,Sin Información,2023-08-08T00:00:00.000,39,Hombre,Colombia,Blanco,Soltero (a),Sin información,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
180801,Aparecio Vivo,Sin Información,2023-03-01T00:00:00.000,4,Hombre,Colombia,Sin Información,No Aplica,Sin información,Otro,Colombia,Neiva,Huila,Desaparición
180802,Aparecio Vivo,Sin Información,2023-08-11T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180803,Aparecio Vivo,Sin Información,2023-08-15T00:00:00.000,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180806,Aparecio Vivo,Sin Información,2023-08-13T00:00:00.000,14,Hombre,Colombia,Mestizo,Sin Información,Educación básica primaria,Ninguno,Colombia,Medellín,Antioquia,Desaparición
180807,Desaparecido,Sin Información,2023-02-01T00:00:00.000,63,Hombre,Colombia,Mestizo,Sin Información,Sin información,Sin información,Colombia,San José Del Guaviare,Guaviare,Desaparición
180808,Aparecio Vivo,Sin Información,2023-08-15T00:00:00.000,13,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Medellín,Antioquia,Desaparición
180809,Desaparecido,Sin Información,2023-04-20T00:00:00.000,21,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Boavita,Boyacá,Desaparición
180810,Desaparecido,Sin Información,2023-04-20T00:00:00.000,1,Hombre,Colombia,Mestizo,No Aplica,Sin escolaridad,Ninguno,Colombia,Boavita,Boyacá,Desaparición
180811,Aparecio Vivo,Sin Información,2023-08-13T00:00:00.000,30,Mujer,Colombia,Sin Información,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
180815,Aparecio Vivo,Sin Información,2023-08-01T00:00:00.000,24,Hombre,Colombia,Sin Información,Unión Libre,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180816,Aparecio Vivo,Sin Información,2023-08-12T00:00:00.000,48,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180817,Aparecio Vivo,Sin Información,2023-08-06T00:00:00.000,14,Mujer,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Madrid,Cundinamarca,Desaparición
180818,Desaparecido,Sin Información,2023-06-12T00:00:00.000,35,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,San Luis,Antioquia,Desaparición
180819,Desaparecido,Sin Información,2023-05-26T00:00:00.000,23,Mujer,Colombia,Negro,Unión Libre,Educación básica secundaria o secundaria baja,Ninguno,Ecuador,Desaparecidos en el extranjero,Desaparecidos en el extranjero,Desaparición
180820,Aparecio Vivo,Sin Información,2023-08-14T00:00:00.000,22,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180821,Aparecio Vivo,Sin Información,2023-02-25T00:00:00.000,60,Mujer,Colombia,Sin Información,Viudo (a),Educación básica primaria,Sin información,Colombia,Envigado,Antioquia,Desaparición
180822,Aparecio Muerto,Sin Información,2023-08-12T00:00:00.000,27,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Ubaté,Cundinamarca,Desaparición
180823,Desaparecido,Sin Información,2023-01-18T00:00:00.000,14,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,El Colegio,Cundinamarca,Desaparición
180824,Desaparecido,Sin Información,2023-01-18T00:00:00.000,15,Mujer,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,El Colegio,Cundinamarca,Desaparición
180825,Desaparecido,Sin Información,2023-01-18T00:00:00.000,14,Mujer,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,El Colegio,Cundinamarca,Desaparición
180829,Desaparecido,Sin Información,2023-08-01T00:00:00.000,30,Mujer,Colombia,Mestizo,Soltero (a),Sin información,Ninguno,Colombia,Tunja,Boyacá,Desaparición
180830,Desaparecido,Sin Información,2023-08-15T00:00:00.000,26,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180834,Desaparecido,Sin Información,2023-08-15T00:00:00.000,40,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Candelaria,Valle Del Cauca,Desaparición
180836,Desaparecido,Sin Información,2023-08-15T00:00:00.000,15,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Cúcuta,Norte De Santander,Desaparición
180837,Desaparecido,Sin Información,2023-08-07T00:00:00.000,45,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Cúcuta,Norte De Santander,Desaparición
180838,Aparecio Vivo,Sin Información,2023-08-17T00:00:00.000,12,Hombre,Colombia,Blanco,Sin Información,Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda,Desaparición
180839,Desaparecido,Sin Información,2023-08-14T00:00:00.000,12,Mujer,Colombia,Sin Información,Sin Información,Educación básica primaria,Sin información,Colombia,Bucaramanga,Santander,Desaparición
180840,Desaparecido,Sin Información,2023-08-16T00:00:00.000,20,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180841,Desaparecido,Sin Información,2023-08-05T00:00:00.000,10,Hombre,Colombia,Mestizo,Sin Información,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180845,Aparecio Muerto,Sin Información,2023-08-15T00:00:00.000,28,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180847,Aparecio Vivo,Sin Información,2023-08-17T00:00:00.000,18,Mujer,Colombia,Mestizo,Sin Información,Educación media o secundaria alta,Ninguno,Colombia,Cúcuta,Norte De Santander,Desaparición
180848,Desaparecido,Sin Información,2023-05-29T00:00:00.000,58,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Bello,Antioquia,Desaparición
180850,Desaparecido,Sin Información,2023-08-15T00:00:00.000,56,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180851,Aparecio Vivo,Sin Información,2023-08-17T00:00:00.000,25,Hombre,Colombia,Mestizo,Soltero (a),Sin escolaridad,Ninguno,Colombia,Pereira,Risaralda,Desaparición
180852,Aparecio Vivo,Sin Información,2023-08-16T00:00:00.000,30,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180854,Desaparecido,Sin Información,2023-07-25T00:00:00.000,35,Hombre,Colombia,Mestizo,Soltero (a),Sin información,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180855,Aparecio Vivo,Sin Información,2023-08-14T00:00:00.000,54,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180857,Aparecio Vivo,Sin Información,2023-08-16T00:00:00.000,65,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180858,Desaparecido,Sin Información,2023-07-15T00:00:00.000,25,Mujer,Colombia,Mestizo,Sin Información,Sin información,Sin información,Colombia,Venecia,Antioquia,Desaparición
180859,Desaparecido,Sin Información,2023-08-16T00:00:00.000,15,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Sopetrán,Antioquia,Desaparición
180860,Desaparecido,Desaparición Presuntamente Forzada,2023-06-10T00:00:00.000,23,Hombre,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Ibagué,Tolima,Desaparición
180861,Aparecio Vivo,Sin Información,2023-08-03T00:00:00.000,46,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180862,Aparecio Vivo,Sin Información,2023-08-16T00:00:00.000,14,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Neiva,Huila,Desaparición
180864,Aparecio Vivo,Sin Información,2023-08-10T00:00:00.000,29,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180865,Aparecio Vivo,Sin Información,2023-08-14T00:00:00.000,27,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Ibagué,Tolima,Desaparición
180866,Desaparecido,Sin Información,2023-08-01T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Icononzo,Tolima,Desaparición
180867,Aparecio Vivo,Sin Información,2023-08-16T00:00:00.000,80,Mujer,Colombia,Sin Información,"Separado(a),Divorciado(a)",Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima,Desaparición
180870,Desaparecido,Sin Información,2023-07-15T00:00:00.000,26,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180871,Desaparecido,Sin Información,2023-08-11T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180872,Aparecio Vivo,Sin Información,2023-08-14T00:00:00.000,30,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180873,Desaparecido,Sin Información,2023-07-29T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180874,Aparecio Vivo,Sin Información,2023-08-18T00:00:00.000,55,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180875,Desaparecido,Sin Información,2023-08-17T00:00:00.000,15,Mujer,Colombia,Sin Información,Sin Información,Sin información,Discapacitados (as),Colombia,Bucaramanga,Santander,Desaparición
180877,Aparecio Vivo,Sin Información,2023-08-17T00:00:00.000,13,Mujer,Colombia,Mestizo,Sin Información,Sin información,Ninguno,Colombia,Pereira,Risaralda,Desaparición
180878,Desaparecido,Sin Información,2023-08-18T00:00:00.000,56,Mujer,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180880,Aparecio Muerto,Sin Información,2023-08-15T00:00:00.000,16,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Apía,Risaralda,Desaparición
180881,Aparecio Vivo,Sin Información,2023-08-19T00:00:00.000,41,Hombre,Colombia,Mestizo,Casado (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180882,Desaparecido,Sin Información,2023-08-18T00:00:00.000,27,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Medellín,Antioquia,Desaparición
180883,Desaparecido,Sin Información,2023-08-17T00:00:00.000,40,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,La Calera,Cundinamarca,Desaparición
180884,Aparecio Vivo,Sin Información,2023-08-19T00:00:00.000,16,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
180885,Desaparecido,Sin Información,2023-08-17T00:00:00.000,23,Hombre,Colombia,Mestizo,Sin Información,Educación media o secundaria alta,Sin información,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180886,Desaparecido,Sin Información,2023-08-13T00:00:00.000,47,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Jamundí,Valle Del Cauca,Desaparición
180887,Aparecio Vivo,Sin Información,2023-08-18T00:00:00.000,69,Hombre,Colombia,Mestizo,Viudo (a),Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180888,Desaparecido,Sin Información,2023-08-17T00:00:00.000,37,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180889,Desaparecido,Sin Información,2023-08-19T00:00:00.000,16,Mujer,Colombia,Mestizo,Sin Información,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180890,Aparecio Vivo,Sin Información,2023-08-18T00:00:00.000,63,Hombre,Estados Unidos,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,Medellín,Antioquia,Desaparición
180891,Desaparecido,Sin Información,2023-08-17T00:00:00.000,23,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180892,Aparecio Vivo,Sin Información,2023-08-18T00:00:00.000,38,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180894,Aparecio Vivo,Sin Información,2023-08-16T00:00:00.000,51,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Medellín,Antioquia,Desaparición
180895,Desaparecido,Sin Información,2023-08-13T00:00:00.000,23,Mujer,Colombia,Sin Información,Unión Libre,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Palestina,Caldas,Desaparición
180896,Aparecio Vivo,Sin Información,2023-08-19T00:00:00.000,46,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180897,Desaparecido,Sin Información,2023-07-10T00:00:00.000,37,Hombre,Colombia,Sin Información,Soltero (a),Educación inicial y educación preescolar,Sin información,Colombia,Medellín,Antioquia,Desaparición
180898,Desaparecido,Sin Información,2023-08-18T00:00:00.000,21,Mujer,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Soacha,Cundinamarca,Desaparición
180899,Aparecio Muerto,Sin Información,2023-08-19T00:00:00.000,31,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
180900,Desaparecido,Sin Información,2023-08-11T00:00:00.000,36,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Palestina,Caldas,Desaparición
180901,Desaparecido,Sin Información,2023-08-19T00:00:00.000,59,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180902,Desaparecido,Sin Información,2023-08-16T00:00:00.000,17,Hombre,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Funza,Cundinamarca,Desaparición
180903,Aparecio Vivo,Sin Información,2023-08-12T00:00:00.000,30,Hombre,Venezuela,Mestizo,Sin Información,Sin información,Persona adicta a una droga natural o sintética,Colombia,Barbosa,Antioquia,Desaparición
180904,Desaparecido,Sin Información,2023-08-21T00:00:00.000,17,Mujer,Venezuela,Mestizo,Sin Información,Educación básica primaria,Herido y/o enfermo bajo protección sanitaria o médica,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180905,Desaparecido,Desaparición Presuntamente Forzada,2023-07-05T00:00:00.000,30,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Purificación,Tolima,Desaparición
180906,Aparecio Vivo,Sin Información,2023-08-17T00:00:00.000,15,Mujer,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Madrid,Cundinamarca,Desaparición
180907,Aparecio Vivo,Sin Información,2023-08-20T00:00:00.000,56,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Caldas,Antioquia,Desaparición
180908,Aparecio Vivo,Sin Información,2023-08-18T00:00:00.000,37,Mujer,Colombia,Mestizo,Soltero (a),Sin escolaridad,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180909,Aparecio Vivo,Sin Información,2023-08-19T00:00:00.000,14,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180910,Desaparecido,Sin Información,2023-06-25T00:00:00.000,20,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Contadero,Nariño,Desaparición
180911,Aparecio Vivo,Sin Información,2023-08-12T00:00:00.000,44,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180913,Aparecio Vivo,Sin Información,2023-08-14T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180915,Aparecio Vivo,Sin Información,2023-08-18T00:00:00.000,16,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Jamundí,Valle Del Cauca,Desaparición
180917,Desaparecido,Sin Información,2023-08-14T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180918,Desaparecido,Sin Información,2023-06-23T00:00:00.000,31,Hombre,Venezuela,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Caldas,Antioquia,Desaparición
180919,Aparecio Vivo,Sin Información,2023-07-21T00:00:00.000,22,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Belén De Umbría,Risaralda,Desaparición
180920,Desaparecido,Sin Información,2023-08-18T00:00:00.000,64,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180921,Aparecio Vivo,Sin Información,2023-08-17T00:00:00.000,31,Hombre,Colombia,Mestizo,Soltero (a),Sin información,Ninguno,Ecuador,Desaparecidos en el extranjero,Desaparecidos en el extranjero,Desaparición
180923,Aparecio Vivo,Sin Información,2023-05-19T00:00:00.000,32,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Medellín,Antioquia,Desaparición
180924,Desaparecido,Sin Información,2023-08-19T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180925,Desaparecido,Sin Información,2023-08-19T00:00:00.000,20,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,Madrid,Cundinamarca,Desaparición
180926,Aparecio Vivo,Sin Información,2023-08-08T00:00:00.000,25,Hombre,Colombia,Negro,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180927,Desaparecido,Sin Información,2023-08-19T00:00:00.000,20,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180929,Desaparecido,Sin Información,2023-08-20T00:00:00.000,5,Hombre,Francia,Blanco,No Aplica,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180930,Desaparecido,Sin Información,2023-08-18T00:00:00.000,37,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180931,Aparecio Vivo,Sin Información,2023-08-10T00:00:00.000,64,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Zarzal,Valle Del Cauca,Desaparición
180933,Desaparecido,Sin Información,2023-07-24T00:00:00.000,22,Hombre,Colombia,Sin Información,Unión Libre,Educación básica primaria,Sin información,Colombia,Villa Del Rosario,Norte De Santander,Desaparición
180934,Aparecio Vivo,Sin Información,2023-08-19T00:00:00.000,16,Mujer,Colombia,Mestizo,Sin Información,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180935,Desaparecido,Sin Información,2023-08-12T00:00:00.000,51,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Villavicencio,Meta,Desaparición
180936,Desaparecido,Sin Información,2023-08-22T00:00:00.000,18,Hombre,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Ibagué,Tolima,Desaparición
180938,Aparecio Vivo,Sin Información,2023-08-21T00:00:00.000,55,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180942,Aparecio Vivo,Sin Información,2023-08-22T00:00:00.000,45,Hombre,Colombia,Mestizo,Casado (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180943,Aparecio Vivo,Sin Información,2023-08-09T00:00:00.000,23,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Ecuador,Desaparecidos en el extranjero,Desaparecidos en el extranjero,Desaparición
180944,Desaparecido,Sin Información,2023-07-21T00:00:00.000,22,Hombre,Venezuela,Mulato,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
180945,Desaparecido,Sin Información,2023-08-18T00:00:00.000,28,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180946,Desaparecido,Sin Información,2023-08-22T00:00:00.000,25,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Soacha,Cundinamarca,Desaparición
180947,Aparecio Vivo,Sin Información,2023-08-18T00:00:00.000,18,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180948,Desaparecido,Sin Información,2023-08-17T00:00:00.000,15,Hombre,Colombia,Blanco,Soltero (a),Educación básica primaria,Sin información,Colombia,Santa Bárbara,Antioquia,Desaparición
180949,Aparecio Vivo,Sin Información,2023-08-08T00:00:00.000,30,Hombre,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Pereira,Risaralda,Desaparición
180950,Aparecio Vivo,Sin Información,2023-08-09T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C.,Desaparición
180951,Desaparecido,Sin Información,2023-07-26T00:00:00.000,21,Mujer,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Isnos,Huila,Desaparición
